City_ID,City,Max Temp,Current Description,Lat,Lng,Hotel Name
570,Dhidhdhoo,83.3,overcast clouds,6.8833,73.1,Dhidhoo beach
571,Vorukh,76.1,broken clouds,39.8494,70.5838,
574,Sao Raimundo Das Mangabeiras,77.68,broken clouds,-7.0219,-45.4811,Hotel Tropical
575,Axim,74.86,clear sky,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
576,Chegdomyn,68.83,overcast clouds,51.1167,133.0167,Gostinitsa Bureya
578,Merauke,83.3,clear sky,-8.4667,140.3333,
579,Yumen,74.32,broken clouds,40.2833,97.2,
582,Karratha,74.73,clear sky,-20.7377,116.8463,ibis Styles Karratha
583,Haines Junction,78.75,broken clouds,60.7522,-137.5108,Parkside Inn
586,Gat,84.4,clear sky,31.61,34.7642,OlusHome
587,Divnogorsk,70.29,clear sky,55.9594,92.3619,Дивный
588,Hinton,75.24,overcast clouds,53.4001,-117.5857,Econo Lodge & Suites
591,Damghan,77.18,broken clouds,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
592,Fukue,84.56,broken clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
593,Kokopo,84.58,light rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
595,Cozumel,82.38,clear sky,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
597,Miri,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
598,Rock Sound,83.8,scattered clouds,24.9,-76.2,Rock Sound Club
600,Laurel,70.75,broken clouds,39.0993,-76.8483,Days Inn & Suites by Wyndham Laurel Near Fort Meade
601,San Mateo Del Mar,81.57,overcast clouds,16.2,-95.0,
602,Gorontalo,87.31,scattered clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
607,Aden,82.92,few clouds,12.7794,45.0367,Sama Emirate Hotel
608,Goure,75.79,overcast clouds,13.9835,10.2704,
611,Orel-Izumrud,75.02,few clouds,43.4583,39.9244,Strana Magnoliy
612,Kudat,89.53,few clouds,6.8837,116.8477,Dream Garden Hotel
613,Atlatlahucan,70.23,overcast clouds,18.9333,-98.9,CALLE GIRASOLES COL LOS CERRITOS
616,Grand-Santi,71.83,overcast clouds,4.25,-54.3833,Hotel La Villa Couacou
619,Yerofey Pavlovich,68.31,scattered clouds,53.9667,121.9667,lounges and warm parking
623,Alappuzha,83.91,overcast clouds,9.49,76.3264,Panoramic Sea Resort
624,Bourail,69.73,clear sky,-21.5667,165.4833,Motel Allamanda
627,Tanout,83.34,broken clouds,14.9709,8.8879,
629,Yinchuan,88.84,overcast clouds,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
631,Winnemucca,82.45,clear sky,40.973,-117.7357,Winners Inn Casino
632,Davila,80.58,moderate rain,18.4726,120.5763,Blue Ridge Beach Resort
633,Xinqing,69.48,overcast clouds,48.2333,129.5,
634,Walvis Bay,70.75,clear sky,-22.9575,14.5053,Oyster Box Guesthouse
635,La Asuncion,80.33,few clouds,11.0333,-63.8628,Colinas de Matasiete
637,Clarence Town,67.95,broken clouds,-32.5833,151.7833,River Downs Cottage
638,Manaure,82.62,clear sky,11.7751,-72.4445,Hotel Palaaima
642,Sambava,67.35,scattered clouds,-14.2667,50.1667,Melrose
643,Krasnoselkup,69.76,broken clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
648,Whitehorse,86.02,few clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
649,Seguela,67.1,scattered clouds,7.9611,-6.6731,Hotel le Carrefour
650,Kondinskoye,65.07,clear sky,59.6481,67.41,Gostinitsa
651,Osa,68.13,broken clouds,57.2829,55.4567,Гостиница Оса
654,Sigiriya,84.99,overcast clouds,7.9518,80.7426,Hotel Sigiriya
655,Pacifica,68.63,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
657,Kuragino,69.28,few clouds,53.8975,92.6725,Gostinitsa Tuba
658,Champasak,86.88,overcast clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
659,Tongliao,69.51,light rain,43.6125,122.2653,Meirujia Hotel
660,Dourbali,74.73,overcast clouds,11.8091,15.8632,
661,Iquitos,75.24,broken clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
664,Zinder,79.36,overcast clouds,13.8072,8.9881,Hotel de Ville
665,Karabulak,68.99,clear sky,43.3036,44.8964,U Yakh'i
666,Matay,81.64,clear sky,28.419,30.7792,Nag Aespen
667,Saint Anthony,69.15,clear sky,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
668,Funehiki,87.8,clear sky,37.4333,140.5833,花の湯
669,Kalanchak,75.97,clear sky,46.2562,33.2907,ДОМ милий дім
670,Mahon,70.36,clear sky,39.8885,4.2658,ARTIEM Capri
671,Sarangani,84.11,moderate rain,5.4033,125.4636,Ballistic Islet
672,Puerto Baquerizo Moreno,70.9,scattered clouds,-0.9,-89.6,Hotel los Algarrobos
673,Tashtyp,73.56,few clouds,52.7939,89.8983,Oblachnyye Glubiny Orden Gusu Lan'
675,San Salvador,75.43,broken clouds,13.6894,-89.1872,Hostal La Portada
677,Vanavara,75.6,broken clouds,60.34,102.2797,
678,Ekibastuz,83.62,clear sky,51.6667,75.3667,
681,Golden Gate,86.99,clear sky,26.1879,-81.6951,Quality Inn & Suites Golf Resort
683,Tolbazy,69.89,overcast clouds,54.0241,55.8825,Business Centre
684,Englewood,74.52,broken clouds,39.6478,-104.9878,Holiday Motel
685,Cabra,66.9,overcast clouds,37.4725,-4.4421,MS Fuente Las Piedras
687,Ciresu,73.4,clear sky,44.95,27.35,Ulmu - mohreanu BR
688,Sembe,69.48,light rain,1.6481,14.5806,
689,Kendari,85.68,few clouds,-3.945,122.4989,Hotel Wixel
690,Cardston,82.26,overcast clouds,49.2,-113.3019,Flamingo Motel
691,South Valley,78.21,broken clouds,35.0101,-106.6781,desert palms rv park
692,Bandarbeyla,82.26,few clouds,9.4942,50.8122,JABIR HOTEL
693,Sabha,82.76,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
694,Vila Franca Do Campo,70.21,broken clouds,37.7167,-25.4333,Pestana Bahia Praia
695,Kismayo,74.82,light rain,-0.3582,42.5454,Agan-Hotel
697,Kavarna,77.58,clear sky,43.4333,28.3333,Вила Алегра (Villa Allegra)
698,Primero De Enero,78.66,light rain,21.9469,-78.4283,Motel Dos Palmas (Maria Machete)
699,Yuanping,81.66,clear sky,38.7153,112.7575,Yuanping Xinghe Guesthouse
700,Balabac,86.5,broken clouds,7.9868,117.0645,Sing and Swing Lodge
703,Manokwari,84.33,scattered clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
704,Ponca City,75.78,clear sky,36.707,-97.0856,"Holiday Inn Express & Suites Ponca City, an IHG Hotel"
705,Richards Bay,68.41,overcast clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
706,Hosakote,78.49,broken clouds,14.2769,77.1699,AVN lodge
